listingcreationdate,creditgrade,term,loanstatus,closeddate,borrowerapr,borrowerrate,lenderyield,estimatedeffectiveyield,estimatedloss,estimatedreturn,prosperrating_numeric,prosperscore,listingcategory_numeric,borrowerstate,occupation,employmentstatusduration,isborrowerhomeowner,currentlyingroup,groupkey,datecreditpulled,creditscorerangelower,creditscorerangeupper,firstrecordedcreditline,currentcreditlines,opencreditlines,totalcreditlinespast7years,openrevolvingaccounts,openrevolvingmonthlypayment,inquirieslast6months,totalinquiries,currentdelinquencies,amountdelinquent,delinquencieslast7years,publicrecordslast10years,publicrecordslast12months,revolvingcreditbalance,bankcardutilization,availablebankcardcredit,totaltrades,tradesneverdelinquent_percentage,tradesopenedlast6months,debttoincomeratio,incomeverifiable,statedmonthlyincome,totalprosperloans,totalprosperpaymentsbilled,ontimeprosperpayments,prosperpaymentslessthanonemonthlate,prosperpaymentsonemonthpluslate,prosperprincipalborrowed,prosperprincipaloutstanding,scorexchangeattimeoflisting,loancurrentdaysdelinquent,loanfirstdefaultedcyclenumber,loanmonthssinceorigination,loannumber,loanoriginalamount,loanoriginationdate,loanoriginationquarter,monthlyloanpayment,lp_customerpayments,lp_customerprincipalpayments,lp_interestandfees,lp_servicefees,lp_collectionfees,lp_grossprincipalloss,lp_netprincipalloss,lp_nonprincipalrecoverypayments,percentfunded,recommendations,investmentfromfriendscount,investmentfromfriendsamount,investors,loanstatus_clean,target_default,credit_age_months,log_loan_amount,log_monthly_income,income_to_loan_ratio,installment_to_income_ratio,credit_utilization,has_delinquency,rating_AA,rating_B,rating_C,rating_D,rating_E,rating_HR,emp_Full-time,emp_Not available,emp_Not employed,emp_Other,emp_Part-time,emp_Retired,emp_Self-employed,"inc_$1-24,999","inc_$100,000+","inc_$25,000-49,999","inc_$50,000-74,999","inc_$75,000-99,999",inc_Not displayed,inc_Not employed,pred_prob,risk_bucket,pred_flag_threshold_0.10
2006-06-22 12:04:17.483,HR,36,Chargedoff,2008-12-06,0.29525,0.2875,0.245,,,,,,0,,,,False,True,A48C336490143957101528C,2006-06-12 07:54:08.553,520.0,539.0,2000-10-03,,,9.0,0,0.0,3.0,5.0,8.0,,8.0,0.0,,,,,,,,0.03,True,3500.0,,,,,,,,,2043,29.0,92,1721,2500,2006-07-05,Q3 2006,104.42,2364.26,1418.78,945.48,-18.9,0.0,1081.21,1081.22,0.0,1.0,0,0,0.0,22,chargedoff,1,69.6,7.824445930877619,8.160803920954665,1.4,0.0298257640674093,,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2011-08-28 16:21:43.057,,36,Chargedoff,2012-03-31,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,4.0,1,WA,Nurse (RN),74.0,False,False,,,700.0,719.0,1988-08-01,16.0,14.0,40.0,12,796.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,21005.0,0.72,6015.0,37.0,0.97,2.0,0.27,True,6250.0,,,,,,,,,831,7.0,31,52931,7500,2011-08-31,Q3 2011,326.62,653.24,255.78,397.46,-12.42,0.0,7244.22,7244.22,0.0,1.0,0,0,0.0,9,chargedoff,1,280.9,8.922791623969637,8.740496729931813,0.8333333333333334,0.0522508398656215,0.8235294117647058,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
,E,36,Chargedoff,2010-03-10,0.20421,0.1895,0.1795,,,,,,1,IL,Food Service Management,193.0,True,True,B7BA33816687475120A8407,2007-12-23 11:58:02.563,560.0,579.0,1992-03-01,18.0,17.0,38.0,13,739.0,7.0,18.0,0.0,0.0,8.0,2.0,0.0,23493.0,0.7,4259.0,31.0,0.7,7.0,0.36,True,7416.666667,1.0,6.0,6.0,0.0,0.0,25000.0,21862.26,-80.0,1583,27.0,74,24554,2932,2008-01-08,Q1 2008,107.4,2225.4,1466.64,758.76,-40.04,0.0,1465.36,1465.36,0.0,1.0,1,0,0.0,91,chargedoff,1,,7.983781068977451,8.911619821342944,2.529558890518417,0.0144789466582268,0.8947368421052632,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
2012-04-17 11:58:52.270,,36,Chargedoff,2013-03-22,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3.0,2.0,3,CO,Truck Driver,29.0,True,False,,,680.0,699.0,1993-10-26,9.0,7.0,21.0,1,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28228.0,0.98,502.0,18.0,0.77,0.0,,False,5000.0,1.0,29.0,28.0,1.0,0.0,15000.0,3813.03,-94.0,384,12.0,23,63925,15000,2012-04-19,Q2 2012,579.63,3968.89,1119.05,2849.84,-49.41,-813.65,13880.95,13880.95,1600.0,1.0,0,0,0.0,21,chargedoff,1,224.9333333333333,9.61587214452889,8.517393171418904,0.3333333333333333,0.1159028194361127,0.7,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1.0,medium,1
2011-08-16 20:24:41.713,,36,Chargedoff,2012-04-01,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,6.0,6,WI,Sales - Commission,1.0,False,False,,,640.0,659.0,2003-05-05,4.0,4.0,40.0,3,58.0,2.0,5.0,1.0,0.0,7.0,0.0,0.0,2130.0,0.64,1079.0,21.0,0.81,0.0,,False,2666.666667,,,,,,,,,831,8.0,31,52871,2000,2011-08-31,Q3 2011,81.64,176.64,37.27,139.37,-1.64,-18.7,1962.73,1962.73,0.0,1.0,0,0,0.0,27,chargedoff,1,100.83333333333331,7.601402334583733,7.888959461823889,1.3333333335,0.0306035236747965,0.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2012-01-11 15:43:17.020,,60,Chargedoff,2013-02-16,0.3268,0.2997,0.2897,0.2824,0.119,0.1634,3.0,5.0,1,PA,Other,87.0,True,False,,,760.0,779.0,1967-02-01,14.0,14.0,24.0,11,782.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,25281.0,0.42,33359.0,22.0,1.0,0.0,,False,0.0,,,,,,,,,509,13.0,26,58938,10000,2012-01-17,Q1 2012,323.35,2571.8,621.17,1950.63,-53.86,0.0,9378.83,9378.83,0.0,1.0,0,0,0.0,1,chargedoff,1,547.1666666666666,9.210440366976515,0.0,0.0,323.35,0.9333333333333332,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,medium,1
2011-03-21 10:29:23.393,,60,Chargedoff,2013-05-14,0.09816,0.096,0.086,0.0859,0.0155,0.0704,7.0,10.0,1,NC,Laborer,163.0,True,False,,,780.0,799.0,1997-12-23,8.0,7.0,32.0,4,669.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5355.0,0.04,57230.0,30.0,1.0,1.0,0.15,True,7500.0,,,,,,,,,422,26.0,35,48468,17669,2011-04-12,Q2 2011,371.95,7439.0,6086.29,1352.71,-140.91,0.0,11582.84,11582.84,75.15,0.7067,0,0,0.0,221,chargedoff,1,161.2,9.779623565313742,8.922791623969637,0.4244722395155357,0.0495867217704306,0.7777777777777778,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
2007-12-13 13:54:51.530,E,36,Chargedoff,2009-01-22,0.36623,0.35,0.34,,,,,,1,MO,Other,26.0,True,False,,2007-11-18 16:38:03.087,580.0,599.0,1995-06-20,15.0,13.0,21.0,9,160.0,20.0,23.0,0.0,0.0,2.0,1.0,0.0,2513.0,1.02,165.0,21.0,0.9,15.0,0.33,True,1289.0,,,,,,,,,1996,13.0,75,23955,2100,2007-12-21,Q4 2007,95.0,715.0,226.38,488.62,-13.96,0.0,1873.62,1873.62,0.0,1.0,0,0,0.0,25,chargedoff,1,151.96666666666667,7.650168700845001,7.162397497355718,0.6138095238095238,0.0736434108527131,0.8125,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,medium,1
2010-09-20 13:47:11.077,,36,Chargedoff,2011-12-28,0.38058,0.3435,0.3335,0.1761,0.142,0.1761,2.0,5.0,1,IL,Sales - Commission,73.0,True,False,,,660.0,679.0,1990-10-01,21.0,19.0,50.0,16,2141.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,99252.0,0.98,2113.0,47.0,1.0,1.0,0.33,True,10333.333333,1.0,9.0,9.0,0.0,0.0,5450.0,4491.17,16.0,833,15.0,42,44566,4500,2010-09-28,Q3 2010,201.91,2194.1,832.14,1361.96,-34.42,-117.86,3667.86,3667.86,503.23,1.0,0,0,0.0,125,chargedoff,1,243.13333333333333,8.412054873292933,9.243226964278149,2.296296296222222,0.0195377866664367,0.8636363636363636,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,medium,1
2012-05-22 11:23:54.550,,36,Chargedoff,2013-02-25,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,1.0,2,VA,Administrative Assistant,63.0,True,False,,,620.0,639.0,1998-01-22,14.0,13.0,39.0,8,267.0,6.0,18.0,0.0,0.0,6.0,8.0,0.0,5460.0,0.93,233.0,24.0,0.91,3.0,0.28,True,4333.333333,1.0,9.0,9.0,0.0,0.0,6395.25,5242.32,-19.0,409,9.0,22,66797,3750,2012-05-25,Q2 2012,159.17,697.51,198.96,498.55,-9.28,-113.77,3551.04,3551.04,481.0,1.0,0,0,0.0,49,chargedoff,1,174.46666666666667,8.229777750081887,8.374323090306305,1.1555555554666666,0.036723063911153,0.8666666666666667,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2007-05-02 09:40:12.967,C,36,Chargedoff,2008-05-14,0.29776,0.29,0.265,,,,,,0,CA,Fireman,170.0,False,True,9BBE337094173775621CD34,2007-04-24 12:12:26.307,640.0,659.0,1987-10-30,10.0,6.0,36.0,1,29.0,4.0,22.0,3.0,869.0,39.0,0.0,0.0,334.0,0.66,166.0,30.0,0.7,4.0,0.27,True,7083.333333,,,,,,,,,2216,12.0,82,14880,20000,2007-05-14,Q2 2007,838.11,5638.17,2517.29,3120.88,-112.39,-159.48,17497.77,17482.71,923.11,1.0,0,0,0.0,154,chargedoff,1,237.46666666666667,9.90353755128617,8.865641052143529,0.3541666666499999,0.1183047099288714,0.5454545454545454,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
2010-01-06 06:22:48.787,,36,Chargedoff,2012-08-20,0.38438,0.35,0.34,0.1399,0.18,0.1399,1.0,3.0,1,NY,Professional,32.0,True,False,,,720.0,739.0,1997-09-27,10.0,10.0,37.0,7,339.0,4.0,13.0,1.0,4562.0,5.0,0.0,0.0,7316.0,0.74,126.0,33.0,0.9,1.0,0.18,True,4000.0,,,,,,,,,689,31.0,50,40449,1200,2010-01-20,Q1 2010,54.28,1381.28,662.8,718.48,-19.67,-30.07,537.2,537.2,43.0,1.0,0,0,0.0,17,chargedoff,1,149.46666666666667,7.090909822079984,8.294299608857235,3.333333333333333,0.013566608347913,0.9090909090909092,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2011-08-24 11:33:38.617,,36,Chargedoff,2013-03-15,0.35643,0.3199,0.3099,0.2917,0.165,0.1267,1.0,2.0,7,NY,Other,112.0,False,False,,,700.0,719.0,2003-03-27,1.0,1.0,17.0,1,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,134.0,0.0,23066.0,4.0,0.5,0.0,,False,3400.0,,,,,,,,,482,19.0,30,53092,4000,2011-09-13,Q3 2011,174.2,2264.6,1031.77,1232.83,-38.56,-2.13,2968.23,2968.23,0.0,1.0,0,0,0.0,4,chargedoff,1,102.4,8.294299608857235,8.131824785007195,0.85,0.0512202293443104,0.5,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1.0,medium,1
2012-05-08 13:52:07.150,,12,Chargedoff,2012-10-15,0.26824,0.1897,0.1797,0.1755,0.118,0.0575,3.0,6.0,7,HI,Administrative Assistant,232.0,False,False,,,700.0,719.0,1994-01-16,5.0,5.0,13.0,4,981.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,108339.0,0.84,19511.0,13.0,1.0,0.0,,False,2083.333333,,,,,,,,,633,5.0,22,65405,2000,2012-05-15,Q2 2012,184.28,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,1.0,0,0,0.0,3,chargedoff,1,222.9,7.601402334583733,7.642204338739265,1.0416666665,0.0884119622722552,0.8333333333333334,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-09-29 19:12:46.143,HR,36,Defaulted,2010-02-09,0.25903,0.24,0.23,,,,,,0,MI,Clerical,128.0,False,True,FEF83377364176536637E50,2007-09-29 18:55:05.913,520.0,539.0,1993-12-24,0.0,0.0,24.0,0,0.0,0.0,5.0,9.0,1665.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.4,0.0,0.01,True,3230.166667,,,,,,,,,990,28.0,77,20597,1000,2007-10-11,Q4 2007,0.0,941.52,584.15,357.37,-14.89,-178.33,415.84,179.68,358.25,1.0,1,0,0.0,14,defaulted,1,167.56666666666666,6.90875477931522,8.080598548214315,3.230166667,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2008-01-25 16:20:13.020,A,36,Chargedoff,2009-05-01,0.12048,0.11,0.1,,,,,,4,CA,Other,31.0,False,False,,2008-01-25 16:10:43.737,720.0,739.0,1989-05-01,17.0,11.0,34.0,11,272.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,7864.0,0.27,4770.0,32.0,0.9,0.0,0.1,True,4166.666667,,,,,,,,,1895,16.0,74,27019,5000,2008-01-31,Q1 2008,163.69,1636.9,1228.89,408.01,-37.08,0.0,3771.11,3771.11,0.0,1.0,0,0,0.0,72,chargedoff,1,228.1,8.517393171418904,8.33511160590687,0.8333333334,0.0392761737151662,0.6111111111111112,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2007-04-04 17:30:36.313,D,36,Chargedoff,2008-12-19,0.25757,0.25,0.24,,,,,,0,TX,Civil Service,24.0,True,True,C9643379247860156A00EC0,2007-04-04 13:01:49.490,620.0,639.0,1986-10-17,7.0,7.0,17.0,6,402.0,2.0,17.0,1.0,765.0,0.0,0.0,0.0,16623.0,0.82,3647.0,12.0,0.92,0.0,0.35,True,2864.0,,,,,,,,,2030,20.0,83,12983,15000,2007-04-18,Q2 2007,596.4,8946.0,4929.8,4016.2,-160.66,0.0,10070.2,10070.2,0.0,1.0,1,0,0.0,148,chargedoff,1,249.13333333333333,9.61587214452889,7.960323629148839,0.1909333333333333,0.2081675392670157,0.875,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,medium,1
2007-02-22 23:16:26.417,E,36,Chargedoff,2007-12-05,0.24507,0.23,0.21,,,,,,0,TX,Other,92.0,False,True,FEF83377364176536637E50,2007-02-12 06:04:21.517,560.0,579.0,1992-09-29,2.0,4.0,50.0,2,0.0,3.0,10.0,16.0,15023.0,39.0,0.0,0.0,0.0,0.0,0.0,37.0,0.46,2.0,0.2,True,3833.333333,,,,,,,,,2408,9.0,84,8188,4000,2007-03-06,Q1 2007,154.84,597.74,286.93,310.81,-6.62,0.0,3713.08,3713.07,0.0,1.0,0,0,0.0,117,chargedoff,1,175.3,8.294299608857235,8.251750861140966,0.95833333325,0.0403825089142295,1.3333333333333333,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-09-30 21:39:32.633,C,36,Chargedoff,2008-04-09,0.24753,0.24,0.23,,,,,,0,GA,Other,143.0,True,False,,2007-09-24 06:19:49.420,660.0,679.0,2003-12-24,14.0,13.0,17.0,9,836.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,54507.0,0.39,9568.0,15.0,1.0,2.0,0.22,True,16416.666667,,,,,,,,,2282,6.0,77,20497,25000,2007-10-10,Q4 2007,980.82,980.82,471.23,509.59,-21.23,0.0,24528.77,24528.77,0.0,1.0,0,0,0.0,234,chargedoff,1,45.86666666666667,10.12667110305036,9.706113269802849,0.6566666666800001,0.0597417416185868,0.8666666666666667,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,medium,1
2008-06-18 10:21:14.933,C,36,Chargedoff,2009-03-30,0.18183,0.16,0.15,,,,,,1,IL,Truck Driver,110.0,True,False,,2008-05-30 13:02:01.237,640.0,659.0,1992-01-01,15.0,14.0,23.0,12,1320.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,51830.0,0.71,11342.0,22.0,0.86,3.0,0.25,True,5666.666667,,,,,,,,,1929,10.0,69,33420,2000,2008-06-27,Q2 2008,70.31,281.24,177.81,103.43,-6.46,0.0,1822.19,1822.19,0.0,1.0,0,0,0.0,78,chargedoff,1,200.4333333333333,7.601402334583733,8.64253278944819,2.8333333335,0.0124054578596479,0.875,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2008-04-02 12:27:30.890,C,36,Defaulted,2009-12-10,0.2568,0.2378,0.2278,,,,,,1,MN,Computer Programmer,72.0,True,False,,2008-04-02 11:25:17.090,640.0,659.0,1994-12-29,19.0,15.0,42.0,8,285.0,2.0,9.0,1.0,705.0,0.0,0.0,0.0,7431.0,0.59,3710.0,37.0,0.81,3.0,0.25,True,5666.666667,1.0,14.0,14.0,0.0,0.0,3000.0,1906.87,0.0,403,20.0,71,29488,3000,2008-04-09,Q2 2008,85.6,1761.55,810.04,951.51,-45.53,-723.51,2189.96,839.03,1255.47,1.0,0,0,0.0,35,defaulted,1,161.43333333333334,8.006700845440367,8.64253278944819,1.888888889,0.0151032170784506,0.75,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2006-11-15 10:22:14.840,E,36,Chargedoff,2008-10-26,0.16497,0.15,0.125,,,,,,0,,Professional,,False,True,783C3371218786870A73D20,2006-11-14 11:49:12.530,540.0,559.0,1997-12-01,,,29.0,5,165.0,6.0,19.0,4.0,,40.0,0.0,,,,,,,,0.2,True,2537.916667,,,,,,,,,2082,23.0,88,4926,1200,2006-11-27,Q4 2006,41.6,720.14,533.83,186.31,-7.16,0.0,672.26,666.17,0.0,1.0,0,0,0.0,9,chargedoff,1,109.03333333333332,7.090909822079984,7.839492759976607,2.1149305558333333,0.0163849410816444,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2006-05-17 09:32:58.163,E,36,Chargedoff,2008-01-23,0.24679,0.2375,0.2325,,,,,,0,WA,,,False,False,,2006-05-10 14:48:47.863,540.0,559.0,1995-08-06,,,23.0,0,0.0,4.0,,1.0,,,1.0,,,,,,,,0.16,True,4166.666667,,,,,,,,,2359,20.0,94,1021,2025,2006-05-24,Q2 2006,79.18,1167.7,617.31,550.39,-11.42,0.0,1407.68,1407.69,0.0,1.0,0,0,0.0,17,chargedoff,1,131.23333333333332,7.613818684808629,8.33511160590687,2.057613168888889,0.0189986403248021,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2007-04-18 10:29:23.777,B,36,Chargedoff,2008-01-19,0.22744,0.22,0.21,,,,,,0,MD,Truck Driver,145.0,True,True,CD0E3364909037313F32874,2007-03-31 01:18:10.907,680.0,699.0,1986-09-24,12.0,9.0,60.0,7,45.0,30.0,62.0,4.0,1800.0,12.0,1.0,1.0,587.0,0.0,8281.0,49.0,0.84,5.0,0.24,True,5833.333333,,,,,,,,,2363,9.0,83,13113,6500,2007-04-20,Q2 2007,248.24,992.96,508.66,484.3,-21.33,0.0,5991.34,5991.34,0.0,1.0,0,0,0.0,57,chargedoff,1,250.36666666666667,8.77971129020447,8.671515285065592,0.8974358973846153,0.0425481346079271,0.6923076923076923,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2012-01-13 10:19:31.653,,36,Chargedoff,2012-09-02,0.34577,0.3058,0.2958,0.2822,0.147,0.1352,2.0,6.0,7,OR,Other,10.0,False,False,,,640.0,659.0,1999-10-01,4.0,4.0,12.0,4,386.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14635.0,0.97,285.0,11.0,1.0,0.0,,False,0.0,,,,,,,,,676,7.0,25,59914,4000,2012-02-03,Q1 2012,171.08,342.16,143.0,199.16,-6.51,0.0,3857.0,3857.0,0.0,1.0,0,0,0.0,45,chargedoff,1,149.56666666666666,8.294299608857235,0.0,0.0,171.08,0.8,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,medium,1
2006-11-12 12:04:28.323,E,36,Chargedoff,2008-12-18,0.29776,0.29,0.285,,,,,,0,TX,Executive,,False,False,,2006-11-11 09:03:56.610,540.0,559.0,1989-10-05,,,24.0,2,87.0,2.0,14.0,8.0,,7.0,1.0,,,,,,,,0.15,True,6750.0,,,,,,,,,2031,25.0,88,4737,4000,2006-11-17,Q4 2006,167.62,3272.4,1625.1,1647.3,-19.48,-66.77,2374.9,2374.9,0.0,1.0,0,0,0.0,36,chargedoff,1,208.2333333333333,8.294299608857235,8.81744592104187,1.6875,0.0248289142349281,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2012-04-10 18:57:27.113,,36,Chargedoff,2013-06-19,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1.0,3.0,1,AL,Social Worker,56.0,True,False,,,740.0,759.0,2002-09-03,10.0,6.0,30.0,3,109.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3768.0,0.93,40.0,16.0,1.0,1.0,0.45,True,2583.333333,,,,,,,,,386,15.0,23,63730,4000,2012-04-17,Q2 2012,173.71,1518.39,511.84,1006.55,-28.88,-147.65,3488.16,3488.16,0.0,1.0,0,0,0.0,25,chargedoff,1,116.9,8.294299608857235,7.857222855421867,0.64583333325,0.0672165613397673,0.5454545454545454,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2008-03-13 12:04:51.623,HR,36,Chargedoff,2009-02-22,0.29743,0.2745,0.2645,,,,,,1,CA,Administrative Assistant,47.0,False,False,,2008-03-11 11:47:42.457,520.0,539.0,1992-02-01,3.0,4.0,13.0,2,72.0,7.0,18.0,1.0,30.0,5.0,0.0,0.0,1051.0,1.31,0.0,10.0,0.6,1.0,0.17,True,2946.666667,2.0,13.0,13.0,0.0,0.0,5550.0,2331.4,-80.0,1966,11.0,72,28744,2551,2008-03-21,Q1 2008,104.76,613.56,257.91,355.65,-12.96,0.0,2293.09,2293.09,0.0,1.0,0,0,0.0,67,chargedoff,1,196.16666666666663,7.844632644464681,7.98876917602071,1.1551025742845942,0.035539975117546,1.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2008-08-28 13:17:07.370,D,36,Chargedoff,2009-03-05,0.17292,0.1512,0.1412,,,,,,1,VA,Administrative Assistant,25.0,True,False,,2008-08-19 13:49:49.247,620.0,639.0,1996-09-03,4.0,4.0,37.0,1,0.0,1.0,9.0,5.0,3484.0,21.0,0.0,0.0,0.0,0.0,1016.0,30.0,0.45,1.0,0.18,True,3500.0,,,,,,,,,1467,1.0,66,36287,6702,2008-09-04,Q3 2008,232.72,232.72,149.43,83.29,-5.51,0.0,6552.57,6552.57,3730.56,1.0,1,1,4692.0,1,chargedoff,1,145.9,8.810310466357958,8.160803920954665,0.5222321695016413,0.0664724364467295,0.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2008-03-05 19:50:31.910,B,36,Defaulted,2010-01-14,0.13915,0.125,0.115,,,,,,1,OH,Laborer,94.0,True,False,,2008-03-05 19:39:47.447,700.0,719.0,1996-01-12,8.0,7.0,26.0,5,95.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4111.0,0.66,2049.0,24.0,0.88,1.0,0.3,True,2564.75,,,,,,,,,570,22.0,72,28430,11000,2008-03-13,Q1 2008,367.99,6255.83,4682.28,1573.55,-125.88,0.0,6317.72,6317.72,0.0,1.0,0,0,0.0,250,defaulted,1,147.86666666666667,9.305741456739437,7.850006112525824,0.2331590909090909,0.143423950112053,0.7777777777777778,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2009-11-27 09:39:17.470,,36,Chargedoff,2011-05-13,0.35617,0.325,0.315,0.1165,0.18,0.1165,1.0,5.0,6,CA,Military Enlisted,146.0,True,False,,,680.0,699.0,1998-02-18,9.0,9.0,26.0,3,406.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,12681.0,0.86,1969.0,25.0,1.0,2.0,0.5,True,4416.666667,,,,,,,,,1154,18.0,51,39860,1300,2009-12-11,Q4 2009,56.98,683.76,304.07,379.69,-11.67,0.0,995.94,995.93,0.0,1.0,0,0,0.0,48,chargedoff,1,143.33333333333334,7.170888478512505,8.393366932288023,3.397435897692308,0.0128982117246737,0.9,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2010-04-15 15:33:26.607,,36,Chargedoff,2012-10-30,0.2239,0.199,0.189,0.1196,0.065,0.1196,4.0,9.0,7,LA,Sales - Commission,86.0,False,False,,,680.0,699.0,1998-05-25,9.0,8.0,22.0,8,188.0,0.0,1.0,1.0,2820.0,7.0,1.0,0.0,3879.0,0.61,2123.0,19.0,0.84,0.0,0.07,True,3750.0,,,,,,,,,618,30.0,47,42093,1500,2010-04-30,Q2 2010,55.67,1398.44,887.79,510.65,-24.02,-14.19,612.21,612.21,0.0,1.0,0,0,0.0,66,chargedoff,1,144.76666666666668,7.313886831633462,8.229777750081887,2.5,0.0148413756331644,0.8,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-06-14 10:25:25.010,C,36,Defaulted,2008-09-23,0.18726,0.18,0.17,,,,,,0,OR,Social Worker,21.0,False,False,,2007-06-12 17:27:04.200,640.0,659.0,1997-01-30,4.0,4.0,15.0,2,40.0,10.0,26.0,0.0,0.0,11.0,1.0,1.0,345.0,0.32,705.0,14.0,0.78,4.0,0.17,True,2500.0,,,,,,,,,459,0.0,81,16311,6500,2007-06-25,Q2 2007,234.99,2354.98,1119.55,1235.43,-19.71,-813.5175,5380.47,2476.72,1504.27,1.0,0,0,0.0,126,defaulted,1,126.23333333333332,8.77971129020447,7.824445930877619,0.3846153846153846,0.0939584166333466,0.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-02-07 20:46:37.230,D,36,Chargedoff,2009-01-17,0.19981,0.1925,0.1875,,,,,,0,MO,Other,,True,False,,2007-01-24 18:57:29.413,600.0,619.0,1991-02-12,,,33.0,11,520.0,5.0,7.0,2.0,,6.0,0.0,,,,,,,,0.3,True,2916.666667,,,,,,,,,2001,23.0,85,7543,4500,2007-02-16,Q1 2007,165.52,2974.36,1912.23,1062.13,-27.58,0.0,2587.77,2587.77,0.0,1.0,0,0,0.0,79,chargedoff,1,194.63333333333333,8.412054873292933,7.978539489178575,0.6481481482222222,0.0567302639030355,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
